668f7c17a62c937a75f762c7198a7fc98ed4e0e0c64ce0a008a5b1f24c2b375e,2021-01-01T17:22:55.000-03:00,CEMG1,-33.3913,-70.6222
780fc36e9a2bc99de12adb740e5e82b3cabba75c1ecd23e7b0a9579a2ffd0005,2021-01-01T17:10:19.000-03:00,CEMG1,-33.3913,-70.6222
b3c52936d4f8494dae9d1158ce76951e62413d511f5fe27019d68e43bfdb9305,2021-01-01T00:35:04.000-03:00,CEMG1,-33.3913,-70.6222
a4ab622fe4c0de513c389ab475cee4ad5b5d27e07e32d93a05d5e2e17e405754,2021-01-01T17:22:38.000-03:00,CEMG1,-33.3913,-70.6222
77d8edaa34e7ac318ef33541957e9f33826dff2421763649709b9c642344dc50,2021-01-01T17:11:12.000-03:00,CEMG1,-33.3913,-70.6222
84124a9088ce1f56e175f5d7d0888e5a3a1a9073c2687c367bf705cc0913b7a6,2021-01-01T17:10:27.000-03:00,CEMG1,-33.3913,-70.6222
7cd3b9ad89a0e6aa942c069cf2c50ea3daa1c7c0546eeb9049404a1a60cff7d5,2021-01-01T17:09:34.000-03:00,CEMG1,-33.3913,-70.6222
03f35f3a0a7167e564eca5114e331ba23dcdcc9e4e065f0016d8539c33d0be65,2021-01-01T17:08:05.000-03:00,CEMG1,-33.3913,-70.6222
4c1cb9dc535da042b97eb769b9725454816e995ffd7d541e842d36a8d74afbe1,2021-01-01T17:12:16.000-03:00,CEMG1,-33.3913,-70.6222
b6aa67c8ec14693a14f057cb253952872249c2ce36e13561a518ccb6d39c238f,2021-01-01T01:43:05.000-03:00,CEMG1,-33.3913,-70.6222
d5563776b68db418fd8c7c69d3086398abfb28e2c8005c0e39b282d8166d31f3,2021-01-01T00:25:34.000-03:00,CEMG1,-33.3913,-70.6222
2d3e9f7852711c9fa3878fc657bcbb73cc707dc5c780ff7329be2dbba1a00233,2021-01-01T00:24:54.000-03:00,CEMG1,-33.3913,-70.6222
0a1814e297895f5f03da1065960aff9dcd7e204e598d7914ebfe1f444413cf31,2021-01-01T01:34:35.000-03:00,CEMG1,-33.3913,-70.6222
1e4b514712e7f5a99558f5adb96f83e0da38a7b431665f3191751aba33ce8935,2021-01-01T01:40:19.000-03:00,CEMG1,-33.3913,-70.6222
f23f15ddb900719bf4b7db3102cbd84551146aea8d43271f6f48224b9523a512,2021-01-01T00:27:24.000-03:00,CEMG1,-33.3913,-70.6222
